Ano,Perfil da Carga,Grupo de Mercadoria (SH2),País de Origem,UF de Origem,Cidade de Origem,Instalação de Origem,País de Destino,UF de Destino,Cidade de Destino,Instalação de Destino,TKU (t x km)
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Itacoatiara,IP4 Itacoatiara,Brasil,PR,Paranaguá,Paranaguá,4213386.57235
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Itacoatiara,Terminais Fluviais do Brasil,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,725465.8534
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Manaus,Manaus,Brasil,SP,Guarujá,Santos,8332538649.40101
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Manaus,Manaus,Brasil,BA,Salvador,Salvador,1600854068.698039
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Manaus,Manaus,Brasil,RJ,Itaguaí,Itaguaí,1560549752.17456
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Manaus,Manaus,Brasil,PE,Ipojuca,Suape,1260810395.95674
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Manaus,Manaus,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,1021593753.77254
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Manaus,Manaus,Brasil,PR,Paranaguá,Paranaguá,553775751.1358
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Manaus,Manaus,Brasil,SC,Imbituba,Imbituba,354702792.8412001
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Manaus,Manaus,Brasil,SC,Itajaí,Itajaí,254052124.7752804
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Manaus,Manaus,Brasil,RS,Rio Grande,Rio Grande,148533785.0879999
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Manaus,Manaus,Brasil,ES,Vitória,Vitória,76819084.28038
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Manaus,Manaus,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,14514323.6667
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Manaus,Manaus,Brasil,CE,Fortaleza,Fortaleza,526684.78
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Manaus,Porto Chibatão,Brasil,SP,Santos,DP World Santos,3139644490.478899
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Manaus,Porto Chibatão,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,642846680.1023196
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Manaus,Porto Chibatão,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,614829213.9204199
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Manaus,Porto Chibatão,Brasil,SC,Imbituba,Imbituba,235394.78
2025,Carga Conteinerizada,CT-Contêineres,Brasil,AM,Manaus,Terminal Aquaviário de Manaus,Brasil,SC,Navegantes,Portonave - Terminais Portuários de Navegantes,779620095.2631465
2025,Carga Conteinerizada,CT-Contêineres,Brasil,BA,Salvador,Salvador,Brasil,AM,Manaus,Porto Chibatão,933586360.8531915
2025,Carga Conteinerizada,CT-Contêineres,Brasil,BA,Salvador,Salvador,Brasil,SP,Guarujá,Santos,626647031.356523
2025,Carga Conteinerizada,CT-Contêineres,Brasil,BA,Salvador,Salvador,Brasil,SP,Santos,DP World Santos,504394586.7356002
2025,Carga Conteinerizada,CT-Contêineres,Brasil,BA,Salvador,Salvador,Brasil,SC,Navegantes,Portonave - Terminais Portuários de Navegantes,276021744.476939
2025,Carga Conteinerizada,CT-Contêineres,Brasil,BA,Salvador,Salvador,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,195437733.3457401
2025,Carga Conteinerizada,CT-Contêineres,Brasil,BA,Salvador,Salvador,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,191455082.8450199
2025,Carga Conteinerizada,CT-Contêineres,Brasil,BA,Salvador,Salvador,Brasil,RS,Rio Grande,Rio Grande,183022899.4998
2025,Carga Conteinerizada,CT-Contêineres,Brasil,BA,Salvador,Salvador,Brasil,PA,Barcarena,Vila do Conde,153535371.9200994
2025,Carga Conteinerizada,CT-Contêineres,Brasil,BA,Salvador,Salvador,Brasil,SC,Imbituba,Imbituba,79343990.17796995
2025,Carga Conteinerizada,CT-Contêineres,Brasil,BA,Salvador,Salvador,Brasil,PE,Ipojuca,Suape,60245507.62298999
2025,Carga Conteinerizada,CT-Contêineres,Brasil,BA,Salvador,Salvador,Brasil,RJ,Itaguaí,Itaguaí,57607874.13847001
2025,Carga Conteinerizada,CT-Contêineres,Brasil,BA,Salvador,Salvador,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,34452567.026
2025,Carga Conteinerizada,CT-Contêineres,Brasil,BA,Salvador,Salvador,Brasil,PR,Paranaguá,Paranaguá,25052036.7097
2025,Carga Conteinerizada,CT-Contêineres,Brasil,BA,Salvador,Salvador,Brasil,SC,Itajaí,Itajaí,4223251.73754
2025,Carga Conteinerizada,CT-Contêineres,Brasil,BA,Salvador,Salvador,Brasil,ES,Vitória,Vitória,1030693.35
2025,Carga Conteinerizada,CT-Contêineres,Brasil,BA,Salvador,Salvador,Brasil,RS,Triunfo,Terminal Santa Clara,12265.13
2025,Carga Conteinerizada,CT-Contêineres,Brasil,CE,Fortaleza,Fortaleza,Brasil,BA,Salvador,Salvador,269522601.9269403
2025,Carga Conteinerizada,CT-Contêineres,Brasil,CE,Fortaleza,Fortaleza,Brasil,AM,Manaus,Super Terminais Comércio e Indústria,0
2025,Carga Conteinerizada,CT-Contêineres,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,Brasil,SP,Santos,DP World Santos,1498534158.003399
2025,Carga Conteinerizada,CT-Contêineres,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,Brasil,AM,Manaus,Porto Chibatão,1012790455.71864
2025,Carga Conteinerizada,CT-Contêineres,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,Brasil,SP,Guarujá,Santos,924570814.323927
2025,Carga Conteinerizada,CT-Contêineres,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,565177308.8148003
2025,Carga Conteinerizada,CT-Contêineres,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,Brasil,RJ,Itaguaí,Itaguaí,478271019.4803199
2025,Carga Conteinerizada,CT-Contêineres,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,Brasil,SC,Navegantes,Portonave - Terminais Portuários de Navegantes,384093896.7151798
2025,Carga Conteinerizada,CT-Contêineres,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,Brasil,AM,Manaus,Super Terminais Comércio e Indústria,235278719.7878017
2025,Carga Conteinerizada,CT-Contêineres,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,Brasil,RS,Rio Grande,Rio Grande,229721029.96716
2025,Carga Conteinerizada,CT-Contêineres,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,Brasil,SC,Itajaí,Itajaí,107152104.3993
2025,Carga Conteinerizada,CT-Contêineres,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,Brasil,PA,Barcarena,Vila do Conde,104354906.9556001
2025,Carga Conteinerizada,CT-Contêineres,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,Brasil,PE,Ipojuca,Suape,95029407.72024001
2025,Carga Conteinerizada,CT-Contêineres,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,Brasil,SC,Imbituba,Imbituba,75681318.38346002
2025,Carga Conteinerizada,CT-Contêineres,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,Brasil,PR,Paranaguá,Paranaguá,40807849.72277999
2025,Carga Conteinerizada,CT-Contêineres,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,13661322.69229
2025,Carga Conteinerizada,CT-Contêineres,Brasil,ES,Vitória,Vitória,Brasil,SP,Guarujá,Santos,703986609.7435751
2025,Carga Conteinerizada,CT-Contêineres,Brasil,ES,Vitória,Vitória,Brasil,AM,Manaus,Porto Chibatão,403540642.11146
2025,Carga Conteinerizada,CT-Contêineres,Brasil,ES,Vitória,Vitória,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,319204217.3371003
2025,Carga Conteinerizada,CT-Contêineres,Brasil,ES,Vitória,Vitória,Brasil,RJ,Itaguaí,Itaguaí,63027528.52686002
2025,Carga Conteinerizada,CT-Contêineres,Brasil,ES,Vitória,Vitória,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,13399690.36718
2025,Carga Conteinerizada,CT-Contêineres,Brasil,ES,Vitória,Vitória,Brasil,PA,Barcarena,Vila do Conde,10744001.7494
2025,Carga Conteinerizada,CT-Contêineres,Brasil,ES,Vitória,Vitória,Brasil,SC,Navegantes,Portonave - Terminais Portuários de Navegantes,6163376.752469969
2025,Carga Conteinerizada,CT-Contêineres,Brasil,ES,Vitória,Vitória,Brasil,PR,Paranaguá,Paranaguá,2994836.86457
2025,Carga Conteinerizada,CT-Contêineres,Brasil,ES,Vitória,Vitória,Brasil,BA,Salvador,Salvador,1341414.4909
2025,Carga Conteinerizada,CT-Contêineres,Brasil,ES,Vitória,Vitória,Brasil,RS,Rio Grande,Rio Grande,980344.2456
2025,Carga Conteinerizada,CT-Contêineres,Brasil,ES,Vitória,Vitória,Brasil,PE,Ipojuca,Suape,30254.2249
2025,Carga Conteinerizada,CT-Contêineres,Brasil,Indeterminado,-,Não Identificado,Brasil,SC,Imbituba,Imbituba,73298.04521739134
2025,Carga Conteinerizada,CT-Contêineres,Brasil,MA,São Luís,Terminal Portuário Privativo da Alumar,Brasil,RS,Rio Grande,Rio Grande,6649158.072700001
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PA,Altamira,Altamira,Brasil,BA,Salvador,Salvador,19033.65
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PA,Barcarena,Vila do Conde,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,767730194.89888
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PA,Barcarena,Vila do Conde,Brasil,SP,Guarujá,Santos,746686775.2790003
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PA,Barcarena,Vila do Conde,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,164329515.7431601
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PA,Barcarena,Vila do Conde,Brasil,BA,Salvador,Salvador,72128033.18630999
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PA,Barcarena,Vila do Conde,Brasil,SC,Imbituba,Imbituba,60722393.482
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PA,Barcarena,Vila do Conde,Brasil,RS,Rio Grande,Rio Grande,31192507.72479999
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PA,Barcarena,Vila do Conde,Brasil,CE,Fortaleza,Fortaleza,42086.7138
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PE,Ipojuca,Suape,Brasil,SP,Guarujá,Santos,731340769.4774417
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PE,Ipojuca,Suape,Brasil,SP,Santos,DP World Santos,586234913.1106004
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PE,Ipojuca,Suape,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,476151099.1834798
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PE,Ipojuca,Suape,Brasil,AM,Manaus,Super Terminais Comércio e Indústria,455101846.3411997
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PE,Ipojuca,Suape,Brasil,SC,Navegantes,Portonave - Terminais Portuários de Navegantes,320393222.5263128
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PE,Ipojuca,Suape,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,277705504.8854401
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PE,Ipojuca,Suape,Brasil,AM,Manaus,Porto Chibatão,277647724.8413801
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PE,Ipojuca,Suape,Brasil,RS,Rio Grande,Rio Grande,253338497.1406801
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PE,Ipojuca,Suape,Brasil,BA,Salvador,Salvador,203338170.2599498
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PE,Ipojuca,Suape,Brasil,PA,Barcarena,Vila do Conde,188592929.1399991
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PE,Ipojuca,Suape,Brasil,RJ,Itaguaí,Itaguaí,153715089.1809
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PE,Ipojuca,Suape,Brasil,PR,Paranaguá,Paranaguá,148149272.93198
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PE,Ipojuca,Suape,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,138480924.26058
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PE,Ipojuca,Suape,Brasil,SC,Itajaí,Itajaí,34467414.77760001
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PE,Ipojuca,Suape,Brasil,SC,Imbituba,Imbituba,23022442.61856
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PE,Ipojuca,Suape,Brasil,RS,Triunfo,Terminal Santa Clara,1185873.89833
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PR,Paranaguá,Paranaguá,Brasil,PE,Ipojuca,Suape,359411740.39652
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PR,Paranaguá,Paranaguá,Brasil,AM,Manaus,Super Terminais Comércio e Indústria,257191728.3519991
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PR,Paranaguá,Paranaguá,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,241719744.45278
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PR,Paranaguá,Paranaguá,Brasil,AM,Manaus,Porto Chibatão,43996300.6608
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PR,Paranaguá,Paranaguá,Brasil,BA,Salvador,Salvador,18675861.31982999
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PR,Paranaguá,Paranaguá,Brasil,SP,Guarujá,Santos,18368416.88208111
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PR,Paranaguá,Paranaguá,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,8632990.271070002
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PR,Paranaguá,Paranaguá,Brasil,SC,Itajaí,Itajaí,5879008.110600001
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PR,Paranaguá,Paranaguá,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,3855033.99912
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PR,Paranaguá,Paranaguá,Brasil,SP,Santos,DP World Santos,3249762.6707
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PR,Paranaguá,Paranaguá,Brasil,SC,Navegantes,Portonave - Terminais Portuários de Navegantes,2950715.118239998
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PR,Paranaguá,Paranaguá,Brasil,RS,Rio Grande,Rio Grande,2337745.54263
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PR,Paranaguá,Paranaguá,Brasil,SC,Imbituba,Imbituba,1979897.235
2025,Carga Conteinerizada,CT-Contêineres,Brasil,PR,Paranaguá,Paranaguá,Brasil,RJ,Itaguaí,Itaguaí,1870584.88908
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Itaguaí,Itaguaí,Brasil,AM,Manaus,Porto Chibatão,4026830095.351799
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Itaguaí,Itaguaí,Brasil,PE,Ipojuca,Suape,199721787.4333
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Itaguaí,Itaguaí,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,185730950.80531
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Itaguaí,Itaguaí,Brasil,PA,Barcarena,Vila do Conde,35990633.01710001
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Itaguaí,Itaguaí,Brasil,ES,Vitória,Vitória,2297635.232
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Itaguaí,Itaguaí,Brasil,SC,Itajaí,Itajaí,1909411.7784
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Itaguaí,Itaguaí,Brasil,SP,Guarujá,Santos,936039.0708000202
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Itaguaí,Itaguaí,Brasil,RS,Triunfo,Terminal Santa Clara,105256.8276
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Itaguaí,Itaguaí,Brasil,SP,Santos,DP World Santos,95415.20999999996
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Itaguaí,Itaguaí,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,378.7041000000002
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Itaguaí,Porto Sudeste do Brasil S/A,Brasil,BA,Salvador,Salvador,60638822.74618004
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,Brasil,AM,Manaus,Porto Chibatão,358578057.1132498
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,Brasil,PE,Ipojuca,Suape,335706320.58898
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,318317821.9964899
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,Brasil,ES,Vitória,Vitória,237338816.5964001
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,Brasil,SC,Navegantes,Portonave - Terminais Portuários de Navegantes,211348072.1139707
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,Brasil,BA,Salvador,Salvador,165544794.0144001
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,143676684.4393399
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,Brasil,PR,Paranaguá,Paranaguá,59677149.83136
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,Brasil,SP,Guarujá,Santos,19089358.0755999
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,Brasil,RS,Rio Grande,Rio Grande,17690245.355
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,Brasil,SC,Itajaí,Itajaí,3857199.447500001
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,Brasil,SP,Santos,DP World Santos,2098274.158
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,Brasil,SC,Imbituba,Imbituba,898666.8744000001
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,Brasil,RJ,Itaguaí,Itaguaí,332971.4925900002
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,Brasil,RS,Triunfo,Terminal Santa Clara,28991.2082
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RS,Rio Grande,Rio Grande,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,1826132222.485711
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RS,Rio Grande,Rio Grande,Brasil,PE,Ipojuca,Suape,1275238862.587801
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RS,Rio Grande,Rio Grande,Brasil,AM,Manaus,Porto Chibatão,914826252.6719999
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RS,Rio Grande,Rio Grande,Brasil,BA,Salvador,Salvador,450249117.8727002
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RS,Rio Grande,Rio Grande,Brasil,PR,Paranaguá,Paranaguá,169294548.12135
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RS,Rio Grande,Rio Grande,Brasil,PA,Barcarena,Vila do Conde,136814312.094
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RS,Rio Grande,Rio Grande,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,89396523.43008998
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RS,Rio Grande,Rio Grande,Brasil,SP,Guarujá,Santos,75809156.24314931
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RS,Rio Grande,Rio Grande,Brasil,SC,Navegantes,Portonave - Terminais Portuários de Navegantes,42955703.56592993
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RS,Rio Grande,Rio Grande,Brasil,SP,Santos,DP World Santos,27239511.7434
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RS,Rio Grande,Rio Grande,Brasil,AM,Manaus,Super Terminais Comércio e Indústria,9822049.536
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RS,Rio Grande,Rio Grande,Brasil,SC,Itajaí,Itajaí,9702802.921049999
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RS,Rio Grande,Rio Grande,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,7332353.602500001
2025,Carga Conteinerizada,CT-Contêineres,Brasil,RS,Rio Grande,Rio Grande,Brasil,SC,Imbituba,Imbituba,4160733.04972
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Imbituba,Imbituba,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,1258614769.243679
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Imbituba,Imbituba,Brasil,PE,Ipojuca,Suape,659219753.8659601
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Imbituba,Imbituba,Brasil,AM,Manaus,Porto Chibatão,429356310.8993997
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Imbituba,Imbituba,Brasil,PA,Barcarena,Vila do Conde,379098367.0007998
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Imbituba,Imbituba,Brasil,BA,Salvador,Salvador,152893378.87596
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Imbituba,Imbituba,Brasil,SP,Guarujá,Santos,19198054.42312005
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Imbituba,Imbituba,Brasil,PR,Paranaguá,Paranaguá,800377.3049999998
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Imbituba,Imbituba,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,299004.585
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Imbituba,Imbituba,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,267717.75372
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Imbituba,Imbituba,Brasil,SP,Santos,DP World Santos,80740.97729999998
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itajaí,Itajaí,Brasil,BA,Salvador,Salvador,527000976.3872698
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itajaí,Itajaí,Brasil,AM,Manaus,Super Terminais Comércio e Indústria,272759747.9112006
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itajaí,Itajaí,Brasil,PE,Ipojuca,Suape,201324279.5192999
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itajaí,Itajaí,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,152713328.2262399
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itajaí,Itajaí,Brasil,AM,Manaus,Porto Chibatão,53755318.53000002
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itajaí,Itajaí,Brasil,PR,Paranaguá,Paranaguá,46619706.79979996
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itajaí,Itajaí,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,26240833.17920002
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itajaí,Itajaí,Brasil,SP,Guarujá,Santos,22401283.87223934
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itajaí,Itajaí,Brasil,PA,Barcarena,Vila do Conde,22348099.74000001
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itajaí,Itajaí,Brasil,RS,Rio Grande,Rio Grande,12152100.11768
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itajaí,Itajaí,Brasil,SP,Santos,DP World Santos,3754780.245400001
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itajaí,Itajaí,Brasil,SC,Imbituba,Imbituba,693423.0912000003
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itajaí,Itajaí,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,165489.20655
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itajaí,Itajaí,Brasil,RJ,Itaguaí,Itaguaí,17001.7556
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,Brasil,CE,São Gonçalo do Amarante,Terminal Portuário do Pecém,2236098851.9331
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,Brasil,AM,Manaus,Porto Chibatão,2203599489.440159
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,Brasil,PE,Ipojuca,Suape,1187675800.326121
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,Brasil,PA,Barcarena,Vila do Conde,469039869.0444006
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,Brasil,RJ,Rio de Janeiro,Rio de Janeiro,36368587.11853999
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,Brasil,RJ,Itaguaí,Itaguaí,32176172.2394
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,Brasil,SP,Guarujá,Santos,21467118.29952298
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,Brasil,RS,Rio Grande,Rio Grande,14890229.31846
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,Brasil,PR,Paranaguá,Paranaguá,11834215.50335999
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,Brasil,SP,Santos,DP World Santos,5777057.843199999
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,Brasil,SC,Itajaí,Itajaí,164148.3320000001
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,Brasil,SC,Navegantes,Portonave - Terminais Portuários de Navegantes,46831.66252000001
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Itapoá,Porto Itapoá Terminais Portuários,Brasil,SC,Imbituba,Imbituba,26512.4032
2025,Carga Conteinerizada,CT-Contêineres,Brasil,SC,Navegantes,Portonave - Terminais Portuários de Navegantes,Brasil,PE,Ipojuca,Suape,1155914633.3532
