Ano,Perfil da Carga,Grupo de Mercadoria (SH2),País de Origem,UF de Origem,Cidade de Origem,Instalação de Origem,País de Destino,UF de Destino,Cidade de Destino,Instalação de Destino,TKU (t x km)
2025,Granel Sólido,39-Plásticos e suas obras,-,-,-,-,-,-,-,-,0
2025,Granel Sólido,"44-Madeira, carvão vegetal e obras de madeira",-,-,-,-,-,-,-,-,0
2025,Granel Sólido,53-Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel,-,-,-,-,-,-,-,-,0
2025,Granel Sólido,"63-Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",-,-,-,-,-,-,-,-,0
2025,Granel Sólido,"72-Ferro fundido, ferro e aço",-,-,-,-,-,-,-,-,0
2025,Granel Sólido,"73-Obras de ferro fundido, ferro ou aço",-,-,-,-,-,-,-,-,0
2025,Granel Sólido,81-Outros metais comuns; ceramais (cermets); obras dessas matérias,-,-,-,-,-,-,-,-,0
2025,Granel Sólido,83-Obras diversas de metais comuns,-,-,-,-,-,-,-,-,0
2025,Granel Sólido,"84-Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",-,-,-,-,-,-,-,-,0
2025,Granel Sólido,"85-Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",-,-,-,-,-,-,-,-,0
2025,Granel Sólido,"86-Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação",-,-,-,-,-,-,-,-,0
2025,Granel Sólido,89-Embarcações e estruturas flutuantes,-,-,-,-,-,-,-,-,0
2025,Granel Sólido,CA-Carga de Apoio,-,-,-,-,-,-,-,-,0
